epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
92,0.545405,0.541740,0.281263,0.184337,0.00000427,0.004537,0.002274,0.002274,0.998523,0.164205,0.089446,0.090629,0.872724,0.601004,0.429596,0.505797,0.740362,0.355305,0.216031,0.303449,0.428536
93,0.551659,0.540835,0.282218,0.184609,0.00000284,0.004539,0.002275,0.002275,0.998523,0.166839,0.091012,0.092224,0.873769,0.596089,0.424592,0.495933,0.746937,0.361404,0.220557,0.308256,0.436696
94,0.549213,0.540931,0.283501,0.185414,0.00000182,0.004539,0.002275,0.002275,0.998312,0.166786,0.090980,0.092189,0.873989,0.593714,0.422186,0.491101,0.750534,0.368965,0.226215,0.310525,0.454500
95,0.542903,0.541933,0.283006,0.185054,0.00000120,0.004536,0.002273,0.002273,0.998523,0.167966,0.091683,0.092998,0.866344,0.594579,0.423061,0.492990,0.748904,0.364942,0.223198,0.318467,0.427300
96,0.548920,0.542033,0.279600,0.181592,0.00030000,0.004540,0.002275,0.002275,1.000000,0.195401,0.108279,0.110869,0.822562,0.592972,0.421436,0.501183,0.725919,0.325488,0.194378,0.329615,0.321464
97,0.545463,0.543375,0.279557,0.183894,0.00029995,0.004524,0.002267,0.002267,0.998312,0.172354,0.094304,0.095669,0.868599,0.614907,0.443947,0.606471,0.623581,0.326444,0.195060,0.381788,0.285114
98,0.541160,0.533589,0.299824,0.196199,0.00029980,0.004528,0.002269,0.002269,0.997256,0.207682,0.115873,0.120096,0.767175,0.592103,0.420558,0.482046,0.767281,0.394985,0.246094,0.348525,0.455737
99,0.540007,0.535986,0.253773,0.160816,0.00029954,0.004550,0.002280,0.002280,0.995990,0.115007,0.061012,0.061280,0.933117,0.501035,0.334254,0.358872,0.829718,0.394499,0.245717,0.302332,0.567507
100,0.543317,0.529501,0.253962,0.164888,0.00029918,0.004550,0.002280,0.002280,0.997467,0.100587,0.052957,0.053125,0.943622,0.571490,0.400061,0.464376,0.742835,0.339219,0.204253,0.226578,0.674580
101,0.535711,0.528592,0.287632,0.183054,0.00029872,0.004541,0.002276,0.002276,0.996201,0.232405,0.131481,0.136032,0.797151,0.533718,0.363994,0.413007,0.754131,0.379865,0.234465,0.271255,0.633531
102,0.538400,0.533969,0.281537,0.179739,0.00029816,0.004553,0.002281,0.002282,0.997678,0.221150,0.124322,0.127468,0.834333,0.552704,0.381887,0.422057,0.800495,0.347742,0.210465,0.307066,0.400841
103,0.532869,0.533311,0.255094,0.161152,0.00029750,0.004563,0.002287,0.002287,0.996412,0.226580,0.127764,0.131228,0.828777,0.547948,0.377362,0.423931,0.774531,0.241286,0.137194,0.163260,0.462166
104,0.534379,0.520554,0.291795,0.191700,0.00029673,0.004541,0.002276,0.002276,0.996623,0.196547,0.108984,0.110586,0.882680,0.610263,0.439121,0.590895,0.630943,0.355828,0.216418,0.255095,0.588032
105,0.528682,0.521874,0.274279,0.180354,0.00029587,0.004538,0.002274,0.002274,0.996623,0.147808,0.079802,0.080423,0.911721,0.608258,0.437048,0.534403,0.705800,0.336511,0.202292,0.264415,0.462661
106,0.523832,0.528595,0.311437,0.204782,0.00029491,0.004530,0.002270,0.002270,1.000000,0.297626,0.174830,0.184464,0.769980,0.619188,0.448423,0.665054,0.579240,0.324403,0.193605,0.349828,0.302423
107,0.522588,0.509023,0.309035,0.203026,0.00029384,0.004546,0.002278,0.002278,0.998945,0.245884,0.140176,0.144541,0.822727,0.608152,0.436939,0.522506,0.727380,0.377558,0.232709,0.334414,0.433482
108,0.528866,0.509556,0.325058,0.214444,0.00029268,0.004538,0.002274,0.002274,0.998523,0.303426,0.178847,0.185981,0.823387,0.615428,0.444490,0.618891,0.612004,0.376839,0.232164,0.331271,0.436944
109,0.528169,0.516313,0.320269,0.212232,0.00029142,0.004540,0.002275,0.002275,0.996834,0.339542,0.204487,0.216498,0.786590,0.632648,0.462682,0.635446,0.629875,0.304344,0.179484,0.237488,0.423591
110,0.524605,0.514411,0.328743,0.215644,0.00029007,0.004544,0.002277,0.002277,0.998734,0.324928,0.193979,0.203715,0.802321,0.595869,0.424368,0.492654,0.753793,0.389629,0.241950,0.385434,0.393917
